country,Period,Age (x),Age interval (n),nmx,nqx,npx,lx,ndx,nLx,nSx,Tx,e0x,nax
Ireland,2095-2100,75,5,0.00576802,0.02849127,0.97150873,96898.137,2760.751,478631.055,0.951836,1824045.459,18.8244,2.8775
Ireland,2095-2100,80,5,0.01548865,0.0749574,0.9250426,94137.386,7056.294,455578.27,0.88218311,1345414.404,14.292,2.8588
Ireland,2095-2100,85,5,0.03769934,0.17399293,0.82600707,87081.092,15151.495,401903.455,0.73837555,889836.134,10.2185,2.7889
Ireland,2095-2100,90,5,0.09034639,0.37273675,0.62726325,71929.598,26810.805,296755.686,0.50327313,487932.679,6.7835,2.6542
Ireland,2095-2100,95,5,0.19506891,0.64570385,0.35429615,45118.793,29133.378,149349.162,0.218791134,191176.993,4.2372,2.3829
Ireland,2095-2100,100,-1,0.382175342,...,...,15985.415,15985.415,41827.831,...,41827.831,2.6166,2.6166
Latvia,2095-2100,0,1,0.00098604,0.00098512,0.99901488,100000,98.512,99906.981,0.99877463,8811822.381,88.1182,0.0558
Latvia,2095-2100,1,4,0.00012682,0.00050713,0.99949287,99901.488,50.663,399480.332,0.99961528,8711915.4,87.2051,1.5205
Latvia,2095-2100,5,5,0.00004722,0.00023608,0.99976392,99850.825,23.573,499195.191,0.99975842,8312435.068,83.2485,2.5
Latvia,2095-2100,10,5,0.00004942,0.00024708,0.99975292,99827.252,24.666,499074.594,0.99968683,7813239.876,78.2676,2.5
Latvia,2095-2100,15,5,0.00008307,0.00041525,0.99958475,99802.586,41.443,498918.297,0.99945144,7314165.282,73.2863,2.7165
Latvia,2095-2100,20,5,0.00013985,0.00069903,0.99930097,99761.143,69.736,498644.608,0.99913777,6815246.985,68.3156,2.6897
Latvia,2095-2100,25,5,0.00020681,0.00103354,0.99896646,99691.407,103.035,498214.661,0.99879374,6316602.377,63.3616,2.6476
Latvia,2095-2100,30,5,0.00028468,0.00142244,0.99857756,99588.372,141.658,497613.684,0.99809832,5818387.716,58.4244,2.6833
Latvia,2095-2100,35,5,0.0005,0.00249713,0.99750287,99446.714,248.332,496667.381,0.99675666,5320774.031,53.5038,2.72
Latvia,2095-2100,40,5,0.00082263,0.00410541,0.99589459,99198.382,407.25,495056.52,0.99466119,4824106.65,48.6309,2.7032
Latvia,2095-2100,45,5,0.00133669,0.00666259,0.99333741,98791.132,658.205,492413.508,0.99230101,4329050.13,43.8202,2.657
Latvia,2095-2100,50,5,0.00177158,0.00882102,0.99117898,98132.928,865.632,488622.421,0.98910962,3836636.622,39.0963,2.6408
Latvia,2095-2100,55,5,0.00267422,0.01328764,0.98671236,97267.295,1292.453,483301.139,0.98420939,3348014.201,34.4208,2.6515
Latvia,2095-2100,60,5,0.00376506,0.01866035,0.98133965,95974.843,1790.924,475669.518,0.9769662,2864713.062,29.8486,2.6522
Latvia,2095-2100,65,5,0.0057659,0.02844952,0.97155048,94183.919,2679.488,464713.043,0.96324579,2389043.544,25.3657,2.6837
Latvia,2095-2100,70,5,0.00963194,0.04711872,0.95288128,91504.431,4311.571,447632.881,0.93741843,1924330.501,21.0299,2.7063
Latvia,2095-2100,75,5,0.01709377,0.08226451,0.91773549,87192.86,7172.878,419619.312,0.88518535,1476697.62,16.936,2.7213
Latvia,2095-2100,80,5,0.03305459,0.1534345,0.8465655,80019.982,12277.826,371440.867,0.80956278,1057078.308,13.2102,2.6658
Latvia,2095-2100,85,5,0.05272262,0.23403357,0.76596643,67742.157,15853.939,300704.703,0.70366306,685637.441,10.1213,2.6027
Latvia,2095-2100,90,5,0.09169963,0.37394163,0.62605837,51888.218,19403.165,211594.791,0.54445256,384932.738,7.4185,2.5341
Latvia,2095-2100,95,5,0.15535493,0.55094275,0.44905725,32485.053,17897.404,115203.325,0.335383123,173337.947,5.3359,2.3615
Latvia,2095-2100,100,-1,0.250928435,...,...,14587.649,14587.649,58134.622,...,58134.622,3.9852,3.9852
Lithuania,2095-2100,0,1,0.0010095,0.00100854,0.99899146,100000,100.854,99904.776,0.99889782,8960979.369,89.6098,0.0558
Lithuania,2095-2100,1,4,0.00005294,0.00021174,0.99978826,99899.146,21.152,399544.135,0.99980077,8861074.593,88.7002,1.5205
Lithuania,2095-2100,5,5,0.00003249,0.00016244,0.99983756,99877.993,16.224,499349.406,0.99983585,8461530.458,84.7187,2.5
Lithuania,2095-2100,10,5,0.00003317,0.00016586,0.99983414,99861.769,16.563,499267.438,0.99975742,7962181.052,79.732,2.5
Lithuania,2095-2100,15,5,0.00006908,0.00034535,0.99965465,99845.206,34.481,499146.324,0.99962394,7462913.614,74.7448,2.6884
Lithuania,2095-2100,20,5,0.00008201,0.00040999,0.99959001,99810.725,40.922,498958.615,0.9994197,6963767.29,69.7697,2.6783
Lithuania,2095-2100,25,5,0.00016269,0.00081314,0.99918686,99769.803,81.127,498669.066,0.99882533,6464808.675,64.7972,2.7819
Lithuania,2095-2100,30,5,0.00031786,0.00158817,0.99841183,99688.676,158.322,498083.293,0.99800725,5966139.609,59.8477,2.7256
Lithuania,2095-2100,35,5,0.000482,0.00240727,0.99759273,99530.354,239.596,497090.738,0.99713874,5468056.316,54.9386,2.6584
Lithuania,2095-2100,40,5,0.00068329,0.00341106,0.99658894,99290.757,338.687,495668.431,0.99548944,4970965.578,50.0647,2.6812
Lithuania,2095-2100,45,5,0.00115794,0.00577415,0.99422585,98952.071,571.364,493432.689,0.99311238,4475297.147,45.2269,2.6763
Lithuania,2095-2100,50,5,0.00161142,0.00802647,0.99197353,98380.706,789.65,490034.11,0.99056977,3981864.458,40.474,2.6326
Lithuania,2095-2100,55,5,0.0022238,0.01106106,0.98893894,97591.056,1079.46,485412.977,0.98650299,3491830.348,35.7802,2.6448
Lithuania,2095-2100,60,5,0.00330218,0.01638442,0.98361558,96511.596,1581.286,478861.352,0.97978034,3006417.371,31.1508,2.6623
Lithuania,2095-2100,65,5,0.00500841,0.02475332,0.97524668,94930.309,2349.84,469178.938,0.96899999,2527556.019,26.6254,2.6711
Lithuania,2095-2100,70,5,0.00789174,0.03875392,0.96124608,92580.469,3587.856,454634.386,0.94905168,2058377.081,22.2334,2.6956
Lithuania,2095-2100,75,5,0.01385687,0.06718362,0.93281638,88992.612,5978.846,431471.527,0.90117631,1603742.695,18.0211,2.7435
Lithuania,2095-2100,80,5,0.02916501,0.13660731,0.86339269,83013.767,11340.287,388831.919,0.83170676,1172271.167,14.1214,2.6864
Lithuania,2095-2100,85,5,0.04538313,0.20477085,0.79522915,71673.479,14676.639,323394.134,0.73671866,783439.248,10.9307,2.6171
Lithuania,2095-2100,90,5,0.08054234,0.33667219,0.66332781,56996.84,19189.251,238250.493,0.58307257,460045.115,8.0714,2.5646
Lithuania,2095-2100,95,5,0.13846149,0.50875236,0.49124764,37807.589,19234.7,138917.328,0.37366683,221794.621,5.8664,2.3943
Lithuania,2095-2100,100,-1,0.22409968,...,...,18572.889,18572.889,82877.293,...,82877.293,4.4623,4.4623
Norway,2095-2100,0,1,0.00022041,0.00022036,0.99977964,100000,22.036,99979.145,0.99976225,9305995.346,93.06,0.0536
Norway,2095-2100,1,4,0.00000996,0.00003986,0.99996014,99977.964,3.985,399901.979,0.99996076,9206016.201,92.0805,1.5217
Norway,2095-2100,5,5,0.00000671,0.00003355,0.99996645,99973.979,3.354,499861.508,0.99995764,8806114.222,88.0841,2.5
Norway,2095-2100,10,5,0.00001023,0.00005116,0.99994884,99970.625,5.115,499840.336,0.99989031,8306252.714,83.0869,2.5
Norway,2095-2100,15,5,0.00003845,0.00019224,0.99980776,99965.51,19.218,499785.507,0.99977961,7806412.377,78.0911,2.8123
Norway,2095-2100,20,5,0.00004583,0.00022912,0.99977088,99946.292,22.9,499675.358,0.99976512,7306626.87,73.1055,2.5501
Norway,2095-2100,25,5,0.00004892,0.00024456,0.99975544,99923.392,24.437,499557.995,0.99970787,6806951.512,68.1217,2.587
Norway,2095-2100,30,5,0.00006963,0.00034809,0.99965191,99898.955,34.774,499412.059,0.99961022,6307393.518,63.1377,2.6213
Norway,2095-2100,35,5,0.00008764,0.00043809,0.99956191,99864.181,43.749,499217.4,0.99946621,5807981.459,58.1588,2.6341
Norway,2095-2100,40,5,0.00013266,0.00066307,0.99933693,99820.432,66.188,498950.921,0.99908645,5308764.059,53.1831,2.715
Norway,2095-2100,45,5,0.00024632,0.00123091,0.99876909,99754.244,122.788,498495.102,0.9983081,4809813.138,48.2166,2.7513
Norway,2095-2100,50,5,0.00044424,0.00221897,0.99778103,99631.455,221.079,497651.699,0.99720454,4311318.035,43.2727,2.7131
Norway,2095-2100,55,5,0.00068822,0.00343564,0.99656436,99410.376,341.538,496260.532,0.99567726,3813666.337,38.3629,2.683
Norway,2095-2100,60,5,0.00107664,0.00536983,0.99463017,99068.838,531.983,494115.327,0.99306034,3317405.805,33.4859,2.69
Norway,2095-2100,65,5,0.00173204,0.00862507,0.99137493,98536.855,849.887,490686.335,0.99030882,2823290.478,28.6521,2.6492
Norway,2095-2100,70,5,0.0022416,0.01115054,0.98884946,97686.967,1089.262,485931.005,0.98401445,2332604.142,23.8784,2.7013
Norway,2095-2100,75,5,0.00465617,0.02304823,0.97695177,96597.706,2226.406,478163.128,0.96311319,1846673.138,19.1172,2.8327
Norway,2095-2100,80,5,0.01159387,0.05657725,0.94342275,94371.299,5339.269,460525.217,0.90490418,1368510.009,14.5013,2.8777
Norway,2095-2100,85,5,0.03205065,0.15001913,0.84998087,89032.03,13356.507,416731.195,0.74502158,907984.792,10.1984,2.8715
Norway,2095-2100,90,5,0.09504174,0.38992746,0.61007254,75675.523,29507.965,310473.735,0.47397544,491253.597,6.4916,2.6988
Norway,2095-2100,95,5,0.21528236,0.68620242,0.31379758,46167.558,31680.29,147156.924,0.185988292,180779.863,3.9157,2.3586
Norway,2095-2100,100,-1,0.430867336,...,...,14487.268,14487.268,33622.938,...,33622.938,2.3209,2.3209
Sweden,2095-2100,0,1,0.00022947,0.00022942,0.99977058,100000,22.942,99978.289,0.99974923,9331824.489,93.3182,0.0536
Sweden,2095-2100,1,4,0.00001201,0.00004804,0.99995196,99977.058,4.803,399896.328,0.99995143,9231846.2,92.3396,1.5217
Sweden,2095-2100,5,5,0.00000875,0.00004375,0.99995625,99972.255,4.374,499850.34,0.99994937,8831949.872,88.344,2.5
Sweden,2095-2100,10,5,0.0000115,0.00005752,0.99994248,99967.881,5.75,499825.03,0.9999068,8332099.532,83.3478,2.5
Sweden,2095-2100,15,5,0.00002908,0.00014539,0.99985461,99962.131,14.534,499778.448,0.99981225,7832274.502,78.3524,2.784
Sweden,2095-2100,20,5,0.00004499,0.00022492,0.99977508,99947.597,22.48,499684.613,0.99975219,7332496.054,73.3634,2.6258
Sweden,2095-2100,25,5,0.00005322,0.00026606,0.99973394,99925.117,26.586,499560.785,0.99971592,6832811.44,68.3793,2.5626
Sweden,2095-2100,30,5,0.00006079,0.0003039,0.9996961,99898.531,30.359,499418.869,0.99966709,6333250.656,63.3968,2.5695
Sweden,2095-2100,35,5,0.00007433,0.00037159,0.99962841,99868.173,37.11,499252.605,0.9995551,5833831.787,58.4153,2.6217
Sweden,2095-2100,40,5,0.00010912,0.00054546,0.99945454,99831.063,54.454,499030.488,0.99925148,5334579.182,53.4361,2.7077
Sweden,2095-2100,45,5,0.00020165,0.00100781,0.99899219,99776.609,100.556,498656.953,0.99861407,4835548.694,48.4638,2.7516
Sweden,2095-2100,50,5,0.0003658,0.00182747,0.99817253,99676.053,182.155,497965.847,0.99763874,4336891.741,43.5099,2.7249
Sweden,2095-2100,55,5,0.00059578,0.00297481,0.99702519,99493.897,295.976,496790.021,0.99614181,3838925.894,38.5845,2.7043
Sweden,2095-2100,60,5,0.0009812,0.00489496,0.99510504,99197.922,485.57,494873.312,0.99368956,3342135.873,33.6916,2.7011
Sweden,2095-2100,65,5,0.00157934,0.00786774,0.99213226,98712.351,776.643,491750.445,0.99070814,2847262.562,28.844,2.6678
Sweden,2095-2100,70,5,0.0022302,0.01109415,0.98890585,97935.709,1086.513,487181.169,0.98486066,2355512.116,24.0516,2.7015
Sweden,2095-2100,75,5,0.00424781,0.02104428,0.97895572,96849.195,2038.122,479805.568,0.96593446,1868330.947,19.2911,2.8213
Sweden,2095-2100,80,5,0.01087994,0.05318394,0.94681606,94811.074,5042.427,463460.732,0.90646325,1388525.38,14.6452,2.8989
Sweden,2095-2100,85,5,0.03213448,0.1503868,0.8496132,89768.647,13500.02,420110.123,0.75355014,925064.647,10.305,2.8716
Sweden,2095-2100,90,5,0.08930556,0.37068743,0.62931257,76268.627,28271.821,316574.04,0.4853856,504954.525,6.6207,2.7091
Sweden,2095-2100,95,5,0.21410468,0.68545037,0.31454963,47996.806,32899.428,153660.481,0.184307854,188380.485,3.9249,2.3761
Sweden,2095-2100,100,-1,0.434839327,...,...,15097.377,15097.377,34720.003,...,34720.003,2.2997,2.2997
United Kingdom,2095-2100,0,1,0.00058505,0.00058473,0.99941527,100000,58.473,99944.722,0.99932207,9180720.211,91.8072,0.0546
United Kingdom,2095-2100,1,4,0.00005026,0.00020101,0.99979899,99941.527,20.089,399716.311,0.99985708,9080775.489,90.8609,1.5211
United Kingdom,2095-2100,5,5,0.00001407,0.00007033,0.99992967,99921.438,7.027,499589.623,0.99992489,8681059.177,86.8788,2.5
United Kingdom,2095-2100,10,5,0.00001598,0.00007989,0.99992011,99914.411,7.982,499552.099,0.99990081,8181469.554,81.8848,2.5
United Kingdom,2095-2100,15,5,0.00002621,0.00013106,0.99986894,99906.429,13.093,499502.55,0.99981417,7681917.455,76.8911,2.7399
United Kingdom,2095-2100,20,5,0.00005056,0.00025277,0.99974723,99893.335,25.25,499409.728,0.99966592,7182414.905,71.9008,2.7446
United Kingdom,2095-2100,25,5,0.00008485,0.00042417,0.99957583,99868.085,42.361,499242.884,0.99946779,6683005.177,66.9183,2.6974
United Kingdom,2095-2100,30,5,0.00013049,0.00065225,0.99934775,99825.724,65.111,498977.184,0.9991942,6183762.293,61.9456,2.6742
United Kingdom,2095-2100,35,5,0.00019601,0.0009796,0.9990204,99760.613,97.726,498575.11,0.99879521,5684785.109,56.9843,2.6674
United Kingdom,2095-2100,40,5,0.00029198,0.00145893,0.99854107,99662.888,145.401,497974.431,0.99822553,5186209.999,52.0375,2.6616
United Kingdom,2095-2100,45,5,0.00042698,0.00213277,0.99786723,99517.487,212.248,497090.792,0.99739293,4688235.567,47.1097,2.6601
United Kingdom,2095-2100,50,5,0.00063233,0.00315697,0.99684303,99305.239,313.504,495794.842,0.99609051,4191144.775,42.2047,2.6672
United Kingdom,2095-2100,55,5,0.0009586,0.0047823,0.9952177,98991.735,473.408,493856.535,0.9940739,3695349.934,37.3299,2.6719
United Kingdom,2095-2100,60,5,0.00145701,0.00726048,0.99273952,98518.326,715.29,490929.892,0.99091326,3201493.399,32.4964,2.6768
United Kingdom,2095-2100,65,5,0.00227294,0.01130553,0.98869447,97803.036,1105.715,486468.941,0.98532241,2710563.507,27.7145,2.6972
United Kingdom,2095-2100,70,5,0.00384082,0.01903894,0.98096106,96697.321,1841.014,479328.751,0.97330428,2224094.566,23.0006,2.7415
United Kingdom,2095-2100,75,5,0.00752993,0.03703455,0.96296545,94856.306,3512.96,466532.726,0.94385335,1744765.815,18.3938,2.7942
United Kingdom,2095-2100,80,5,0.01700072,0.08195532,0.91804468,91343.346,7486.073,440338.474,0.87435005,1278233.089,13.9937,2.8122
United Kingdom,2095-2100,85,5,0.03993718,0.18336172,0.81663828,83857.273,15376.213,385009.967,0.72986289,837894.615,9.9919,2.7708
United Kingdom,2095-2100,90,5,0.09299515,0.38159536,0.61840464,68481.06,26132.055,281004.485,0.48593567,452884.649,6.6133,2.6504
United Kingdom,2095-2100,95,5,0.20830573,0.67166085,0.32833915,42349.005,28444.169,136550.103,0.205550543,171880.164,4.0587,2.3564
United Kingdom,2095-2100,100,-1,0.393576826,...,...,13904.836,13904.836,35330.061,...,35330.061,2.5408,2.5408
Albania,2095-2100,0,1,0.00213684,0.00213255,0.99786745,100000,213.255,99799.323,0.99760954,8928425.79,89.2843,0.059
Albania,2095-2100,1,4,0.00014296,0.00057163,0.99942837,99786.745,57.041,399005.447,0.99956626,8828626.466,88.4749,1.5188
Albania,2095-2100,5,5,0.00004822,0.00024106,0.99975894,99729.704,24.041,498588.416,0.99976312,8429621.02,84.5247,2.5
Albania,2095-2100,10,5,0.00004654,0.00023269,0.99976731,99705.663,23.201,498470.312,0.99971795,7931032.604,79.5445,2.5
Albania,2095-2100,15,5,0.00007035,0.00035169,0.99964831,99682.462,35.057,498329.716,0.99958994,7432562.292,74.5624,2.644
Albania,2095-2100,20,5,0.00009299,0.00046486,0.99953514,99647.405,46.322,498125.373,0.99949832,6934232.576,69.5877,2.5897
Albania,2095-2100,25,5,0.0001083,0.00054138,0.99945862,99601.082,53.922,497875.472,0.99938226,6436107.203,64.6188,2.5902
Albania,2095-2100,30,5,0.00014355,0.00071752,0.99928248,99547.16,71.427,497567.916,0.99910228,5938231.732,59.6524,2.6496
Albania,2095-2100,35,5,0.00022238,0.00111132,0.99888868,99475.733,110.55,497121.238,0.99864425,5440663.815,54.6934,2.6714
Albania,2095-2100,40,5,0.00032756,0.00163654,0.99836346,99365.183,162.615,496447.265,0.99794388,4943542.578,49.7513,2.6715
Albania,2095-2100,45,5,0.00050818,0.00253787,0.99746213,99202.568,251.763,495426.512,0.99689719,4447095.313,44.8284,2.6711
Albania,2095-2100,50,5,0.00074851,0.003736,0.996264,98950.805,369.68,493889.3,0.99544841,3951668.801,39.9357,2.6609
Albania,2095-2100,55,5,0.00110827,0.00552716,0.99447284,98581.125,544.873,491641.32,0.99298279,3457779.502,35.0755,2.6796
Albania,2095-2100,60,5,0.00179261,0.00892668,0.99107332,98036.251,875.139,488191.369,0.98774185,2966138.181,30.2555,2.7262
Albania,2095-2100,65,5,0.00334178,0.01658513,0.98341487,97161.113,1611.43,482207.046,0.97630768,2477946.812,25.5035,2.7669
Albania,2095-2100,70,5,0.0066733,0.03287998,0.96712002,95549.683,3141.672,470782.442,0.95213402,1995739.766,20.8869,2.7827
Albania,2095-2100,75,5,0.01387772,0.06731732,0.93268268,92408.011,6220.66,448247.979,0.90068567,1524957.323,16.5024,2.7829
Albania,2095-2100,80,5,0.02980328,0.13960858,0.86039142,86187.351,12032.494,403730.532,0.80688545,1076709.345,12.4927,2.7389
Albania,2095-2100,85,5,0.05886323,0.25858775,0.74141225,74154.857,19175.537,325764.292,0.66075881,672978.813,9.0753,2.6527
Albania,2095-2100,90,5,0.11176485,0.43757482,0.56242518,54979.32,24057.566,215251.626,0.46798214,347214.521,6.3154,2.5207
Albania,2095-2100,95,5,0.19882294,0.64770625,0.35229375,30921.754,20028.213,100733.916,0.236649696,131962.895,4.2676,2.3101
Albania,2095-2100,100,-1,0.348833153,...,...,10893.541,10893.541,31228.979,...,31228.979,2.8667,2.8667
Bosnia and Herzegovina,2095-2100,0,1,0.00134259,0.00134089,0.99865911,100000,134.089,99873.522,0.99854458,8895816.21,88.9582,0.0568
Bosnia and Herzegovina,2095-2100,1,4,0.0000655,0.00026194,0.99973806,99865.911,26.159,399398.769,0.99979931,8795942.688,88.0775,1.52
Bosnia and Herzegovina,2095-2100,5,5,0.00002137,0.00010684,0.99989316,99839.752,10.667,499172.093,0.99988648,8396543.919,84.1002,2.5
Bosnia and Herzegovina,2095-2100,10,5,0.00002404,0.00012021,0.99987979,99829.085,12,499115.426,0.99984167,7897371.826,79.1089,2.5
Bosnia and Herzegovina,2095-2100,15,5,0.00004159,0.00020794,0.99979206,99817.085,20.756,499036.403,0.9997802,7398256.4,74.1181,2.6382
Bosnia and Herzegovina,2095-2100,20,5,0.00004668,0.00023339,0.99976661,99796.329,23.291,498926.715,0.99969097,6899219.997,69.133,2.6416
Bosnia and Herzegovina,2095-2100,25,5,0.00008211,0.00041047,0.99958953,99773.038,40.953,498772.534,0.99943916,6400293.282,64.1485,2.7376
Bosnia and Herzegovina,2095-2100,30,5,0.00014612,0.00073038,0.99926962,99732.084,72.842,498492.804,0.99911185,5901520.748,59.1737,2.6989
Bosnia and Herzegovina,2095-2100,35,5,0.00021362,0.00106757,0.99893243,99659.242,106.393,498050.067,0.99861183,5403027.944,54.215,2.6865
Bosnia and Herzegovina,2095-2100,40,5,0.00035842,0.00179064,0.99820936,99552.849,178.264,497358.688,0.99758431,4904977.877,49.2701,2.725
Bosnia and Herzegovina,2095-2100,45,5,0.00063122,0.00315157,0.99684843,99374.585,313.186,496157.223,0.99594562,4407619.189,44.3536,2.7148
Bosnia and Herzegovina,2095-2100,50,5,0.00101125,0.0050444,0.9949556,99061.398,499.705,494145.611,0.99386882,3911461.966,39.4852,2.6759
Bosnia and Herzegovina,2095-2100,55,5,0.00148317,0.00739037,0.99260963,98561.693,728.407,491115.914,0.99060233,3417316.355,34.6719,2.6764
Bosnia and Herzegovina,2095-2100,60,5,0.00239308,0.01190018,0.98809982,97833.286,1164.234,486500.571,0.98424015,2926200.441,29.9101,2.7102
Bosnia and Herzegovina,2095-2100,65,5,0.00416655,0.0206383,0.9793617,96669.052,1995.085,478833.397,0.97152882,2439699.87,25.2377,2.7385
Bosnia and Herzegovina,2095-2100,70,5,0.00783891,0.03851813,0.96148187,94673.967,3646.664,465200.446,0.94498373,1960866.473,20.7118,2.7598
Bosnia and Herzegovina,2095-2100,75,5,0.01567936,0.07572185,0.92427815,91027.303,6892.755,439606.853,0.89541402,1495666.027,16.431,2.747
Bosnia and Herzegovina,2095-2100,80,5,0.03000296,0.14037124,0.85962876,84134.547,11810.07,393630.138,0.80838504,1056059.174,12.552,2.7102
Bosnia and Herzegovina,2095-2100,85,5,0.05805413,0.25541973,0.74458027,72324.477,18473.098,318204.713,0.66511721,662429.036,9.1591,2.6497
Bosnia and Herzegovina,2095-2100,90,5,0.10998093,0.4322404,0.5677596,53851.379,23276.741,211643.431,0.47250561,344224.322,6.3921,2.5248
Bosnia and Herzegovina,2095-2100,95,5,0.1964598,0.64257548,0.35742452,30574.637,19646.512,100002.708,0.245723064,132580.892,4.3363,2.3089
Bosnia and Herzegovina,2095-2100,100,-1,0.335446647,...,...,10928.125,10928.125,32578.183,...,32578.183,2.9811,2.9811
Croatia,2095-2100,0,1,0.00067277,0.00067234,0.99932766,100000,67.234,99936.456,0.99927918,9059708.726,90.5971,0.0549
Croatia,2095-2100,1,4,0.00002819,0.00011274,0.99988726,99932.766,11.266,399703.135,0.99989328,8959772.27,89.658,1.521
Croatia,2095-2100,5,5,0.000017,0.00008498,0.99991502,99921.5,8.492,499586.269,0.99991952,8560069.135,85.6679,2.5
Croatia,2095-2100,10,5,0.00001519,0.00007597,0.99992403,99913.008,7.59,499546.064,0.99990125,8060482.866,80.675,2.5
Croatia,2095-2100,15,5,0.00002649,0.00013244,0.99986756,99905.418,13.231,499496.732,0.99983371,7560936.802,75.6809,2.7056
Croatia,2095-2100,20,5,0.00004077,0.00020385,0.99979615,99892.187,20.363,499413.672,0.99974492,7061440.07,70.6906,2.6791
Croatia,2095-2100,25,5,0.00006259,0.00031291,0.99968709,99871.824,31.251,499286.281,0.99962101,6562026.398,65.7045,2.6693
Croatia,2095-2100,30,5,0.00009194,0.00045962,0.99954038,99840.573,45.889,499097.054,0.99938912,6062740.117,60.7242,2.6942
Croatia,2095-2100,35,5,0.00015913,0.00079537,0.99920463,99794.684,79.373,498792.165,0.99897536,5563643.062,55.7509,2.7164
Croatia,2095-2100,40,5,0.00026022,0.00130035,0.99869965,99715.311,129.665,498281.084,0.99824234,5064850.898,50.7931,2.7213
Croatia,2095-2100,45,5,0.0004615,0.00230506,0.99769494,99585.646,229.551,497405.277,0.99700014,4566569.814,45.8557,2.7218
Croatia,2095-2100,50,5,0.00075825,0.00378465,0.99621535,99356.095,376.028,495913.132,0.99523933,4069164.537,40.9554,2.6934
Croatia,2095-2100,55,5,0.00117661,0.00586704,0.99413296,98980.067,580.72,493552.255,0.99269173,3573251.406,36.1007,2.6786
Croatia,2095-2100,60,5,0.00180816,0.00900313,0.99099687,98399.347,885.902,489945.242,0.98855393,3079699.151,31.298,2.6843
Croatia,2095-2100,65,5,0.0029017,0.01441237,0.98558763,97513.446,1405.4,484337.296,0.98132457,2589753.909,26.5579,2.7018
Croatia,2095-2100,70,5,0.0049029,0.02424676,0.97575324,96108.046,2330.309,475292.087,0.96529169,2105416.613,21.9068,2.7479
Croatia,2095-2100,75,5,0.01001553,0.04899968,0.95100032,93777.737,4595.079,458795.504,0.92435804,1630124.525,17.3829,2.8035
Croatia,2095-2100,80,5,0.0232589,0.1106033,0.8893967,89182.658,9863.897,424091.313,0.83863859,1171329.021,13.134,2.7877
Croatia,2095-2100,85,5,0.05028199,0.22546064,0.77453936,79318.762,17883.259,355659.34,0.68709289,747237.708,9.4207,2.711
Croatia,2095-2100,90,5,0.10588898,0.42119288,0.57880712,61435.503,25876.196,244371.003,0.4690428,391578.368,6.3738,2.5728
Croatia,2095-2100,95,5,0.20561642,0.66277581,0.33722419,35559.307,23567.848,114620.459,0.221367362,147207.365,4.1398,2.3194
Croatia,2095-2100,100,-1,0.367985281,...,...,11991.458,11991.458,32586.906,...,32586.906,2.7175,2.7175
Greece,2095-2100,0,1,0.00030801,0.00030792,0.99969208,100000,30.792,99970.866,0.99962168,9359899.599,93.599,0.0539
Greece,2095-2100,1,4,0.00003719,0.00014876,0.99985124,99969.208,14.871,399839.973,0.9998889,9259928.733,92.6278,1.5215
Greece,2095-2100,5,5,0.0000131,0.00006552,0.99993448,99954.336,6.549,499755.309,0.99993594,8860088.76,88.6414,2.5
Greece,2095-2100,10,5,0.00001252,0.0000626,0.9999374,99947.787,6.257,499723.294,0.99993138,8360333.451,83.647,2.5
Greece,2095-2100,15,5,0.00001592,0.00007959,0.99992041,99941.53,7.955,499689.003,0.99989698,7860610.156,78.6521,2.6556
Greece,2095-2100,20,5,0.00002643,0.00013214,0.99986786,99933.576,13.205,499637.523,0.99983189,7360921.154,73.6581,2.7013
Greece,2095-2100,25,5,0.00004185,0.00020921,0.99979079,99920.37,20.904,499553.53,0.99973615,6861283.63,68.6675,2.6884
Greece,2095-2100,30,5,0.00006531,0.00032651,0.99967349,99899.466,32.618,499421.722,0.99959376,6361730.101,63.6813,2.682
Greece,2095-2100,35,5,0.00010029,0.00050131,0.99949869,99866.848,50.065,499218.835,0.9993491,5862308.379,58.7012,2.6948
Greece,2095-2100,40,5,0.00016657,0.00083253,0.99916747,99816.784,83.1,498893.892,0.99890891,5363089.544,53.7293,2.7133
Greece,2095-2100,45,5,0.00027963,0.00139725,0.99860275,99733.683,139.352,498349.552,0.99817665,4864195.652,48.7718,2.7118
Greece,2095-2100,50,5,0.00046168,0.00230595,0.99769405,99594.331,229.66,497440.886,0.99712522,4365846.1,43.8363,2.6889
Greece,2095-2100,55,5,0.00069559,0.00347228,0.99652772,99364.671,345.022,496010.853,0.99595814,3868405.214,38.9314,2.6451
Greece,2095-2100,60,5,0.00093278,0.0046536,0.9953464,99019.649,460.797,494006.047,0.99448889,3372394.361,34.0578,2.6298
Greece,2095-2100,65,5,0.00130891,0.0065245,0.9934755,98558.852,643.047,491283.525,0.9921917,2878388.314,29.2048,2.6507
Greece,2095-2100,70,5,0.00194777,0.00969646,0.99030354,97915.804,949.437,487447.437,0.98523428,2387104.79,24.3792,2.7549
Greece,2095-2100,75,5,0.00453659,0.02246857,0.97753143,96966.367,2178.696,480249.927,0.9593576,1899657.352,19.5909,2.8969
Greece,2095-2100,80,5,0.01370011,0.06659169,0.93340831,94787.671,6312.071,460731.419,0.88790979,1419407.426,14.9746,2.9077
Greece,2095-2100,85,5,0.03681813,0.17023735,0.82976265,88475.6,15061.852,409087.938,0.75560748,958676.007,10.8355,2.7898
